12,914
12,808
12,794
12,777
12,770
12,584
12,519
12,518
12,432
12,346
12,328
12,280
12,192
12,128
12,104
12,041
11,997
11,842
11,820
11,717
11,658
11,622
11,555
11,529
11,489
11,487
11,444
11,404
11,308
11,267
11,248
11,241
11,238
11,048
10,931
10,920
10,917
10,853
10,759
10,693
10,633
10,614
10,612
10,581
10,541
10,540
10,533
10,476
10,248
10,222
10,174
10,129
10,098
10,080
9,947
9,914
9,912
9,842
9,802
9,691
9,621
9,581
9,571
9,481
9,396
9,369
9,239
9,184
9,115
9,053
8,984
8,964
8,957
8,937
8,889
8,878
8,824
8,819
8,771
8,746
8,647
8,559
8,382
8,363
8,352
8,336
8,213
8,141
8,127
7,989
7,942
7,924
7,893
7,788
7,768
7,760
7,705
7,644
7,640
7,625
7,599
7,587
7,583
7,556
7,555
7,553
7,551
7,541
7,496
7,471
7,460
7,443
7,441
7,412
7,359
7,356
7,349
7,332
7,313
7,288
7,286
7,278
7,269
7,243
7,229
7,221
7,187
7,100
7,081
7,054
7,020
7,017
6,989
6,976
6,960
6,949
6,927
6,923
6,916
6,905
6,823
6,805
6,751
6,725
6,689
6,678
6,613
6,601
6,519
6,440
6,437
6,405
6,402
6,381
6,288
6,286
6,237
6,235
6,152
6,074
6,020
5,934
5,911
5,895
5,876
5,855
5,850
5,839
5,831
5,828
5,819
5,798
5,786
5,775
5,735
5,717
5,713
5,705
5,665
5,606
5,573
5,570
5,558
5,522
5,520
5,510
5,508
5,487
5,472
5,440
5,424
5,407
5,389
5,367
5,353
5,324
5,322
5,315
5,281
5,274
5,160
5,145
5,112
5,109
5,097
4,988
4,982
4,953
4,939
4,936
4,935
4,931
4,924
4,870
4,848
4,781
4,693
4,648
4,598
4,575
4,570
4,478
4,472
4,454
4,427
4,388
4,377
4,363
4,359
4,347
4,341
4,334
4,302
4,287
4,286
4,278
4,273
4,255
4,245
4,222
4,217
4,214
4,201
4,199
4,193
4,177
4,136
4,108
4,100
4,095
4,032
4,014
4,011
4,008
3,993
3,928
3,915
3,897
3,889
3,869
3,859
3,832
3,816
3,804
3,769
3,762
3,746
3,744
3,738
3,732
3,730
3,723
3,717
3,710
3,705
3,676
3,671
3,663
3,658
3,647
3,644
3,632
3,617
3,616
3,605
3,598
3,561
3,548
3,487
3,477
3,468
3,463
3,456
3,450
3,448
3,417
3,405
3,393
3,390
3,382
3,349
3,346
3,321
3,318
3,303
3,287
3,284
3,283
3,268
3,241
3,240
3,231
3,200
3,183
3,182
3,156
3,152
3,146
3,144
3,142
3,137
3,111
3,110
3,098
3,092
3,086
3,062
3,044
3,029
3,024
3,020
3,016
2,987
2,986
2,984
2,982
2,971
2,961
2,948
2,928
2,923
2,922
2,920
2,909
2,907
2,888
2,873
2,851
2,847
2,824
2,817
2,807
2,806
2,800
2,798
2,776
2,771
2,767
2,746
2,738
2,721
2,704
2,694
2,660
2,659
2,656
2,651
2,650
2,641
2,618
2,612
2,590
2,582
2,548
2,540
2,531
2,514
2,509
2,496
2,494
2,490
2,466
2,465
2,446
2,440
2,430
2,428
2,410
2,406
2,399
2,398
2,393
2,379
2,357
2,348
2,343
2,340
2,334
2,329
2,320
2,319
2,315
2,291
2,281
2,275
2,274
2,270
2,261
2,259
2,243
2,239
2,201
2,185
2,166
2,150
2,140
2,137
2,109
2,102
2,087
2,081
2,077
2,070
2,055
2,052
2,044
2,041
2,038
2,005
2,000
1,998
1,995
1,976
1,966
1,965
1,936
1,932
1,928
1,921
1,898
1,892
1,884
1,881
1,878
1,872
1,867
1,850
1,832
1,827
1,808
1,790
1,776
1,771
1,770
1,767
1,747
1,724
1,715
1,679
1,669
1,662
1,658
1,652
1,641
1,637
1,615
1,606
1,605
1,602
1,593
1,592
1,576
1,574
1,573
1,572
1,571
1,557
1,555
1,553
1,547
1,544
1,517
1,504
1,494
1,487
1,486
1,480
1,475
1,463
1,447
1,443
1,440
1,434
1,433
1,432
1,424
1,417
1,409
1,404
1,403
1,394
1,390
1,372
1,368
1,364
1,342
1,340
1,339
1,338
1,337
1,328
1,314
1,299
1,298
1,290
1,287
1,280
1,267
1,262
1,261
1,260
1,259
1,254
1,253
1,232
1,223
1,221
1,219
1,211
1,207
1,193
1,188
1,180
1,179
1,175
1,169
1,160
1,159
1,156
1,153
1,149
1,144
1,137
1,135
1,125
1,108
1,107
1,096
1,084
1,083
1,080
1,078
1,068
1,067
1,065
1,064
1,060
1,052
1,045
1,044
1,042
1,041
1,034
1,031
1,030
1,028
1,016
1,009
1,005
1,004
1,002
996
992
989
988
984
982
981
979
977
976
973
972
971
970
969
967
966
964
963
958
955
954
942
939
934
932
929
928
924
921
914
902
901
899
894
892
890
888
885
878
875
872
865
849
844
839
837
834
830
823
812
808
800
788
786
782
779
778
774
768
762
760
758
756
755
751
750
746
736
734
733
731
727
722
721
718
713
710
709
699
696
695
692
690
684
679
675
669
668
664
663
657
644
638
637
630
629
627
626
624
623
621
618
607
604
598
596
593
591
590
588
575
574
571
565
562
557
556
552
549
547
546
533
530
524
523
521
520
518
513
511
505
504
500
494
493
492
484
483
482
477
476
474
471
465
453
452
451
449
446
444
443
439
438
436
432
430
427
421
420
419
417
414
405
404
402
398
393
391
386
384
383
380
379
378
376
370
369
365
360
358
357
352
351
350
349
348
347
346
343
341
336
330
329
328
324
320
319
318
316
313
310
309
307
305
303
298
297
295
293
292
291
289
288
287
285
284
279
278
275
271
266
264
260
259
255
253
251
247
246
241
238
237
236
234
233
232
231
228
224
223
220
219
218
216
214
212
210
209
207
206
202
201
198
195
193
190
186
185
183
182
179
178
177
176
175
171
170
168
166
165
162
160
159
157
156
155
154
153
152
150
149
148
147
146
145
143
140
139
137
131
130
126
124
121
115
114
113
112
107
104
103
102
100
99
98
96
93
91
90
89
86
85
83
82
80
78
77
75
73
71
69
64
63
62
59
58
57
55
53
52
51
49
48
45
44
43
42
41
38
36
35
34
33
32
30
27
26
25
24
21
19
18
16
15
11
10
8
7
6
5
yeet
